Angle difference to Center;Angle difference to target;Center safety zone in degrees;Center visual changed from;Center visual changed to;Current round;Current Target Index X;Current Target Index Y;Email;Event;Eye gaze confidence treshhold;Framecount;Gaze Direction local X;Gaze Direction local Y;Gaze Direction local Z;Gaze Direction world X;Gaze Direction world Y;Gaze Direction world Z;Head Position World X;Head Position World Y;Head Position World Z;Head Rotation Euler World X;Head Rotation Euler World Y;Head Rotation Euler World Z;Number of rounds left;ParticipantID;Pupil time;Scenario;SessionID;Target Position World space X;Target Position World space Y;Target Position World space Z;Target Rotation World space X;Target Rotation World space Y;Target Rotation World space Z;Target safety zone in degrees;Target shape actual;Target shape recognized by user;Target size;Target visual changed from;Target visual changed to;TestID;Time since last event;Timestamp;Unity to pupil time offset;Wall angle from left to right X;Wall angle from left to right Y;Wall angle spread per target;Wall center Index X;Wall center Index Y;Wall center world space position X;Wall center world space position Y;Wall center world space position Z;Wall target count X;Wall target count Y
NULL;NULL;NULL;NULL;NULL;25;NULL;NULL;NULL;ShapeAnswer;NULL;67563;0.0419;-0.0144;0.9990;0.0265;0.0144;0.9995;0.0276;1.9045;-1.0355;358.2169;359.1578;356.7474;NULL;NULL;2832.59728115946;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Square;Square;NULL;NULL;NULL;NULL;1773;05/17/2022 09:22:27;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2.696677;NULL;8.0000;Recenter;TargetFound;26;NULL;NULL;NULL;UserMustRecenter;NULL;67563;0.0419;-0.0144;0.9990;0.0265;0.0144;0.9995;0.0276;1.9045;-1.0355;358.2169;359.1578;356.7474;NULL;NULL;2832.60100430399;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;3;05/17/2022 09:22:27;2050.26878994852;NULL;NULL;NULL;5;3;0.3136;1.8500;2.1256;NULL;NULL
2.906229;NULL;8.0000;TargetFound;Recenter;26;NULL;NULL;NULL;UserRecentered;NULL;67563;0.0485;-0.0163;0.9987;0.0328;0.0120;0.9994;0.0276;1.9045;-1.0355;358.2169;359.1578;356.7474;NULL;NULL;2832.60826748759;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;7;05/17/2022 09:22:27;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
5.795894;28.71528;8.0000;NULL;NULL;26;1;6;NULL;TargetSpawned;NULL;67742;0.0963;-0.0206;0.9951;0.0888;0.0033;0.9960;0.0322;1.9042;-1.0342;358.2655;359.6586;356.2166;NULL;NULL;2834.61070889384;NULL;NULL;-0.8817;0.9229;1.8555;342.0000;162.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;2002;05/17/2022 09:22:29;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;8.523138;8.0000;NULL;NULL;26;1;6;NULL;TargetLookedAt;NULL;67779;-0.1119;-0.3463;0.9314;-0.1414;-0.3133;0.9391;0.0306;1.9040;-1.0336;358.4454;359.4916;356.4531;NULL;NULL;2835.02330655009;NULL;NULL;-0.8817;0.9229;1.8555;342.0000;162.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;412;05/17/2022 09:22:30;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;NULL;NULL;NULL;26;NULL;NULL;NULL;ShapeAnswer;NULL;67906;0.0636;-0.0968;0.9933;0.0507;-0.0646;0.9966;0.0286;1.9049;-1.0358;357.9494;359.5718;356.6738;NULL;NULL;2836.50713223368;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Circle;Circle;NULL;NULL;NULL;NULL;1483;05/17/2022 09:22:31;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
4.362556;NULL;8.0000;Recenter;TargetFound;27;NULL;NULL;NULL;UserMustRecenter;NULL;67906;0.0636;-0.0968;0.9933;0.0507;-0.0646;0.9966;0.0286;1.9049;-1.0358;357.9494;359.5718;356.6738;NULL;NULL;2836.51085537821;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;3;05/17/2022 09:22:31;2050.26878994852;NULL;NULL;NULL;5;3;0.3136;1.8500;2.1256;NULL;NULL
0.7950006;NULL;8.0000;TargetFound;Recenter;27;NULL;NULL;NULL;UserRecentered;NULL;67906;0.0154;-0.0535;0.9984;0.0048;-0.0186;0.9998;0.0286;1.9049;-1.0358;357.9494;359.5718;356.6738;NULL;NULL;2836.51799649149;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;7;05/17/2022 09:22:31;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
3.306123;25.09193;8.0000;NULL;NULL;27;9;0;NULL;TargetSpawned;NULL;68085;0.0542;-0.0278;0.9981;0.0455;0.0018;0.9990;0.0285;1.9045;-1.0350;358.1204;359.5993;356.6349;NULL;NULL;2838.5195223704;NULL;NULL;1.1605;2.7771;1.7485;18.0000;204.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;2001;05/17/2022 09:22:33;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;4.715966;8.0000;NULL;NULL;27;9;0;NULL;TargetLookedAt;NULL;68124;0.3510;0.1910;0.9167;0.3547;0.2004;0.9132;0.0284;1.9045;-1.0350;358.1021;359.5726;356.6453;NULL;NULL;2838.95494717509;NULL;NULL;1.1605;2.7771;1.7485;18.0000;204.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;435;05/17/2022 09:22:34;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;NULL;NULL;NULL;27;NULL;NULL;NULL;ShapeAnswer;NULL;68255;0.0231;-0.0177;0.9996;0.0112;0.0153;0.9998;0.0266;1.9048;-1.0353;358.0297;359.3875;356.8935;NULL;NULL;2840.41618985087;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Triangle;Triangle;NULL;NULL;NULL;NULL;1461;05/17/2022 09:22:35;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2.190531;NULL;8.0000;Recenter;TargetFound;28;NULL;NULL;NULL;UserMustRecenter;NULL;68255;0.0231;-0.0177;0.9996;0.0112;0.0153;0.9998;0.0266;1.9048;-1.0353;358.0297;359.3875;356.8935;NULL;NULL;2840.4199129954;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;3;05/17/2022 09:22:35;2050.26878994852;NULL;NULL;NULL;5;3;0.3136;1.8500;2.1256;NULL;NULL
2.190531;NULL;8.0000;TargetFound;Recenter;28;NULL;NULL;NULL;UserRecentered;NULL;68255;0.0231;-0.0177;0.9996;0.0115;0.0154;0.9998;0.0266;1.9048;-1.0353;358.0297;359.3875;356.8935;NULL;NULL;2840.42711514384;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;7;05/17/2022 09:22:35;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
3.101541;16.85974;8.0000;NULL;NULL;28;5;0;NULL;TargetSpawned;NULL;68570;0.0562;-0.0368;0.9977;0.0453;-0.0089;0.9989;0.0261;1.9042;-1.0338;358.2325;359.4880;357.0272;NULL;NULL;2844.00353115946;NULL;NULL;0.0000;2.7771;1.9952;18.0000;180.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;3576;05/17/2022 09:22:39;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;5.473248;8.0000;NULL;NULL;28;5;0;NULL;TargetLookedAt;NULL;68613;0.0133;0.1601;0.9870;0.0127;0.1864;0.9824;0.0262;1.9038;-1.0334;358.4136;359.4786;357.0338;NULL;NULL;2844.48399990946;NULL;NULL;0.0000;2.7771;1.9952;18.0000;180.0000;0.0000;10.0000;NULL;NULL;NULL;NULL;NULL;NULL;480;05/17/2022 09:22:39;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;NULL;NULL;NULL;28;NULL;NULL;NULL;ShapeAnswer;NULL;68736;0.0160;-0.0038;0.9999;0.0026;0.0263;0.9997;0.0245;1.9042;-1.0350;358.2337;359.2597;357.2230;NULL;NULL;2845.87493008524;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Triangle;Triangle;NULL;NULL;NULL;NULL;1390;05/17/2022 09:22:41;2050.26878994852;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NULL;NULL;8.0000;NULL;NULL;29;NULL;NULL;NULL;TestFinished;0.6500;68736;0.0160;-0.0038;0.9999;0.0026;0.0263;0.9997;0.0245;1.9042;-1.0350;358.2337;359.2597;357.2230;0;1;2845.87975186259;EyeGaze;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;0.1000;NULL;NULL;1;4;05/17/2022 09:22:41;2050.26878994852;60.0000;36.0000;6.0000;5;3;0.3136;1.8500;2.1256;7;11
NULL;NULL;8.0000;NULL;NULL;29;NULL;NULL;NULL;TestCancelled;0.6500;68736;0.0483;-0.0297;0.9984;0.0339;-0.0012;0.9994;0.0000;1.8800;-0.9250;0.0000;0.0000;0.0000;0;1;2845.91496914774;EyeGaze;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.0000;NULL;NULL;0.1000;NULL;NULL;1;35;05/17/2022 09:22:41;2050.26878994852;60.0000;36.0000;6.0000;5;3;0.3136;1.8500;2.1256;7;11
